"category","thresholdSensitivity","categoryType","alias","feedExpirationDate","feedIsStale","numberOfFollowers","previousInterestRank"
"Tikosyn",0.35,"Therapy","[u'Dofetilide']","2010-12-13T00:00:00",FALSE,0,1000
"Anzemet",0.35,"Therapy","[u'Dolasetron Mesylate']","2010-12-13T00:00:00",FALSE,0,1000
"Aricept",0.35,"Therapy","[u'Donepezil Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Aricept Odt",0.35,"Therapy","[u'Donepezil Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Dopamine Hydrochloride And Dextrose 5%",0.35,"Therapy","[u'Dopamine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Dopamine Hydrochloride And Dextrose 5% In Plastic Container",0.35,"Therapy","[u'Dopamine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Dopamine Hydrochloride In Dextrose 5%",0.35,"Therapy","[u'Dopamine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Dopamine Hydrochloride In Dextrose 5% In Plastic Container",0.35,"Therapy","[u'Dopamine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Intropin",0.35,"Therapy","[u'Dopamine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Doribax",0.35,"Therapy","[u'Doripenem']","2010-12-13T00:00:00",FALSE,0,1000
"Pulmozyme",0.35,"Therapy","[u'Dornase Alfa']","2010-12-13T00:00:00",FALSE,0,1000
"Cosopt",0.35,"Therapy","[u'Dorzolamide Hydrochloride; Timolol Maleate']","2010-12-13T00:00:00",FALSE,0,1000
"Dorzolamide Hydrochloride And Timolol Maleate",0.35,"Therapy","[u'Dorzolamide Hydrochloride; Timolol Maleate']","2010-12-13T00:00:00",FALSE,0,1000
"Trusopt",0.35,"Therapy","[u'Dorzolamide Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Nuromax",0.35,"Therapy","[u'Doxacurium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Dopram",0.35,"Therapy","[u'Doxapram Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Cardura",0.35,"Therapy","[u'Doxazosin Mesylate']","2010-12-13T00:00:00",FALSE,0,1000
"Cardura Xl",0.35,"Therapy","[u'Doxazosin Mesylate']","2010-12-13T00:00:00",FALSE,0,1000
"Silenor",0.35,"Therapy","[u'Doxepin Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Sinequan",0.35,"Therapy","[u'Doxepin Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Zonalon",0.35,"Therapy","[u'Doxepin Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Hectorol",0.35,"Therapy","[u'Doxercalciferol']","2010-12-13T00:00:00",FALSE,0,1000
"Adriamycin Pfs",0.35,"Therapy","[u'Doxorubicin Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Adriamycin Rdf",0.35,"Therapy","[u'Doxorubicin Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Doxil",0.35,"Therapy","[u'Doxorubicin Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Rubex",0.35,"Therapy","[u'Doxorubicin Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Vibramycin",0.35,"Therapy","[u'Doxycycline Calcium']","2010-12-13T00:00:00",FALSE,0,1000
"Atridox",0.35,"Therapy","[u'Doxycycline Hyclate']","2010-12-13T00:00:00",FALSE,0,1000
"Doryx",0.35,"Therapy","[u'Doxycycline Hyclate']","2010-12-13T00:00:00",FALSE,0,1000
"Doxy 100",0.35,"Therapy","[u'Doxycycline Hyclate']","2010-12-13T00:00:00",FALSE,0,1000
"Doxy 200",0.35,"Therapy","[u'Doxycycline Hyclate']","2010-12-13T00:00:00",FALSE,0,1000
"Doxy-Lemmon",0.35,"Therapy","[u'Doxycycline Hyclate']","2010-12-13T00:00:00",FALSE,0,1000
"Doxychel Hyclate",0.35,"Therapy","[u'Doxycycline Hyclate']","2010-12-13T00:00:00",FALSE,0,1000
"Periostat",0.35,"Therapy","[u'Doxycycline Hyclate']","2010-12-13T00:00:00",FALSE,0,1000
"Vibra-Tabs",0.35,"Therapy","[u'Doxycycline Hyclate']","2010-12-13T00:00:00",FALSE,0,1000
"Doxychel",0.35,"Therapy","[u'Doxycycline']","2010-12-13T00:00:00",FALSE,0,1000
"Monodox",0.35,"Therapy","[u'Doxycycline']","2010-12-13T00:00:00",FALSE,0,1000
"Oracea",0.35,"Therapy","[u'Doxycycline']","2010-12-13T00:00:00",FALSE,0,1000
"Bendectin",0.35,"Therapy","[u'Doxylamine Succinate; Pyridoxine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Decapryn",0.35,"Therapy","[u'Doxylamine Succinate']","2010-12-13T00:00:00",FALSE,0,1000
"Doxy-Sleep-Aid",0.35,"Therapy","[u'Doxylamine Succinate']","2010-12-13T00:00:00",FALSE,0,1000
"Unisom",0.35,"Therapy","[u'Doxylamine Succinate']","2010-12-13T00:00:00",FALSE,0,1000
"Drolban",0.35,"Therapy","[u'Dromostanolone Propionate']","2010-12-13T00:00:00",FALSE,0,1000
"Marinol",0.35,"Therapy","[u'Dronabinol']","2010-12-13T00:00:00",FALSE,0,1000
"Multaq",0.35,"Therapy","[u'Dronedarone Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Fentanyl Citrate And Droperidol",0.35,"Therapy","[u'Droperidol; Fentanyl Citrate']","2010-12-13T00:00:00",FALSE,0,1000
"Innovar",0.35,"Therapy","[u'Droperidol; Fentanyl Citrate']","2010-12-13T00:00:00",FALSE,0,1000
"Inapsine",0.35,"Therapy","[u'Droperidol']","2010-12-13T00:00:00",FALSE,0,1000
"Angeliq",0.35,"Therapy","[u'Drospirenone; Estradiol']","2010-12-13T00:00:00",FALSE,0,1000
"Beyaz",0.35,"Therapy","[u'Drospirenone; Ethinyl Estradiol; Levomefolate Calcium']","2010-12-13T00:00:00",FALSE,0,1000
"Safyral",0.35,"Therapy","[u'Drospirenone; Ethinyl Estradiol; Levomefolate Calcium']","2010-12-13T00:00:00",FALSE,0,1000
"Drospirenone And Ethinyl Estradiol",0.35,"Therapy","[u'Drospirenone; Ethinyl Estradiol']","2010-12-13T00:00:00",FALSE,0,1000
"Yasmin",0.35,"Therapy","[u'Drospirenone; Ethinyl Estradiol']","2010-12-13T00:00:00",FALSE,0,1000
"Yaz",0.35,"Therapy","[u'Drospirenone; Ethinyl Estradiol']","2010-12-13T00:00:00",FALSE,0,1000
"Xigris",0.35,"Therapy","[u'Drotrecogin Alfa (Activated)']","2010-12-13T00:00:00",FALSE,0,1000
"Cymbalta",0.35,"Therapy","[u'Duloxetine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Jalyn",0.35,"Therapy","[u'Dutasteride; Tamsulosin Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Avodart",0.35,"Therapy","[u'Dutasteride']","2010-12-13T00:00:00",FALSE,0,1000
"Dyclone",0.35,"Therapy","[u'Dyclonine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Gynorest",0.35,"Therapy","[u'Dydrogesterone']","2010-12-13T00:00:00",FALSE,0,1000
"Dilor",0.35,"Therapy","[u'Dyphylline']","2010-12-13T00:00:00",FALSE,0,1000
"Dilor-400",0.35,"Therapy","[u'Dyphylline']","2010-12-13T00:00:00",FALSE,0,1000
"Lufyllin",0.35,"Therapy","[u'Dyphylline']","2010-12-13T00:00:00",FALSE,0,1000
"Neothylline",0.35,"Therapy","[u'Dyphylline']","2010-12-13T00:00:00",FALSE,0,1000
"Kalbitor",0.35,"Therapy","[u'Ecallantide']","2010-12-13T00:00:00",FALSE,0,1000
"Phospholine Iodide",0.35,"Therapy","[u'Echothiophate Iodide']","2010-12-13T00:00:00",FALSE,0,1000
"Spectazole",0.35,"Therapy","[u'Econazole Nitrate']","2010-12-13T00:00:00",FALSE,0,1000
"Soliris",0.35,"Therapy","[u'Eculizumab']","2010-12-13T00:00:00",FALSE,0,1000
"Calcium Disodium Versenate",0.35,"Therapy","[u'Edetate Calcium Disodium']","2010-12-13T00:00:00",FALSE,0,1000
"Disodium Edetate",0.35,"Therapy","[u'Edetate Disodium']","2010-12-13T00:00:00",FALSE,0,1000
"Sodium Versenate",0.35,"Therapy","[u'Edetate Disodium']","2010-12-13T00:00:00",FALSE,0,1000
"Edrophonium Chloride Preservative Free",0.35,"Therapy","[u'Edrophonium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Enlon",0.35,"Therapy","[u'Edrophonium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Reversol",0.35,"Therapy","[u'Edrophonium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Tensilon",0.35,"Therapy","[u'Edrophonium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Tensilon Preservative Free",0.35,"Therapy","[u'Edrophonium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Raptiva",0.35,"Therapy","[u'Efalizumab']","2010-12-13T00:00:00",FALSE,0,1000
"Atripla",0.35,"Therapy","[u'Efavirenz; Emtricitabine; Tenofovir Disoproxil Fumarate']","2010-12-13T00:00:00",FALSE,0,1000
"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate",0.35,"Therapy","[u'Efavirenz; Lamivudine; Tenofovir Disoproxil Fumarate']","2010-12-13T00:00:00",FALSE,0,1000
"Efavirenz 200Mg Scored Tablets",0.35,"Therapy","[u'Efavirenz']","2010-12-13T00:00:00",FALSE,0,1000
"Sustiva",0.35,"Therapy","[u'Efavirenz']","2010-12-13T00:00:00",FALSE,0,1000
"Ornidyl",0.35,"Therapy","[u'Eflornithine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Vaniqa",0.35,"Therapy","[u'Eflornithine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Relpax",0.35,"Therapy","[u'Eletriptan Hydrobromide']","2010-12-13T00:00:00",FALSE,0,1000
"Promacta",0.35,"Therapy","[u'Eltrombopag Olamine']","2010-12-13T00:00:00",FALSE,0,1000
"Emadine",0.35,"Therapy","[u'Emedastine Difumarate']","2010-12-13T00:00:00",FALSE,0,1000
"Truvada",0.35,"Therapy","[u'Emtricitabine; Tenofovir Disoproxil Fumarate']","2010-12-13T00:00:00",FALSE,0,1000
"Emtriva",0.35,"Therapy","[u'Emtricitabine']","2010-12-13T00:00:00",FALSE,0,1000
"Lexxel",0.35,"Therapy","[u'Enalapril Maleate; Felodipine']","2010-12-13T00:00:00",FALSE,0,1000
"Enalapril Maleate And Hydrochlorothiazide",0.35,"Therapy","[u'Enalapril Maleate; Hydrochlorothiazide']","2010-12-13T00:00:00",FALSE,0,1000
"Vaseretic",0.35,"Therapy","[u'Enalapril Maleate; Hydrochlorothiazide']","2010-12-13T00:00:00",FALSE,0,1000
"Vasotec",0.35,"Therapy","[u'Enalaprilat']","2010-12-13T00:00:00",FALSE,0,1000
"Ethrane",0.35,"Therapy","[u'Enflurane']","2010-12-13T00:00:00",FALSE,0,1000
"Fuzeon",0.35,"Therapy","[u'Enfuvirtide']","2010-12-13T00:00:00",FALSE,0,1000
"Penetrex",0.35,"Therapy","[u'Enoxacin']","2010-12-13T00:00:00",FALSE,0,1000
"Enoxaparin Sodium (Preservative Free)",0.35,"Therapy","[u'Enoxaparin Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Lovenox",0.35,"Therapy","[u'Enoxaparin Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Lovenox (Preservative Free)",0.35,"Therapy","[u'Enoxaparin Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Comtan",0.35,"Therapy","[u'Entacapone']","2010-12-13T00:00:00",FALSE,0,1000
"Baraclude",0.35,"Therapy","[u'Entecavir']","2010-12-13T00:00:00",FALSE,0,1000
"Elestat",0.35,"Therapy","[u'Epinastine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Duranest",0.35,"Therapy","[u'Epinephrine Bitartrate; Etidocaine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Lignospan Forte",0.35,"Therapy","[u'Epinephrine Bitartrate; Lidocaine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Lignospan Standard",0.35,"Therapy","[u'Epinephrine Bitartrate; Lidocaine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Citanest Forte",0.35,"Therapy","[u'Epinephrine Bitartrate; Prilocaine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Citanest Forte Dental",0.35,"Therapy","[u'Epinephrine Bitartrate; Prilocaine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Bronitin Mist",0.35,"Therapy","[u'Epinephrine Bitartrate']","2010-12-13T00:00:00",FALSE,0,1000
"Medihaler-Epi",0.35,"Therapy","[u'Epinephrine Bitartrate']","2010-12-13T00:00:00",FALSE,0,1000
"Alphacaine Hydrochloride W/ Epinephrine",0.35,"Therapy","[u'Epinephrine; Lidocaine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Iontocaine",0.35,"Therapy","[u'Epinephrine; Lidocaine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Lidocaine Hydrochloride And Epinephrine",0.35,"Therapy","[u'Epinephrine; Lidocaine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Lidocaine Hydrochloride W/ Epinephrine",0.35,"Therapy","[u'Epinephrine; Lidocaine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Lidocaton",0.35,"Therapy","[u'Epinephrine; Lidocaine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Lidosite Topical System Kit",0.35,"Therapy","[u'Epinephrine; Lidocaine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Octocaine",0.35,"Therapy","[u'Epinephrine; Lidocaine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Xylocaine Dental With Epinephrine",0.35,"Therapy","[u'Epinephrine; Lidocaine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Xylocaine W/ Epinephrine",0.35,"Therapy","[u'Epinephrine; Lidocaine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Procaine Hydrochloride W/ Epinephrine",0.35,"Therapy","[u'Epinephrine; Procaine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Adrenaclick",0.35,"Therapy","[u'Epinephrine']","2010-12-13T00:00:00",FALSE,0,1000
"Bronkaid Mist",0.35,"Therapy","[u'Epinephrine']","2010-12-13T00:00:00",FALSE,0,1000
"Epi E Z Pen Jr",0.35,"Therapy","[u'Epinephrine']","2010-12-13T00:00:00",FALSE,0,1000
"Epipen",0.35,"Therapy","[u'Epinephrine']","2010-12-13T00:00:00",FALSE,0,1000
"Epipen E Z Pen",0.35,"Therapy","[u'Epinephrine']","2010-12-13T00:00:00",FALSE,0,1000
"Epipen Jr.",0.35,"Therapy","[u'Epinephrine']","2010-12-13T00:00:00",FALSE,0,1000
"Primatene Mist",0.35,"Therapy","[u'Epinephrine']","2010-12-13T00:00:00",FALSE,0,1000
"Sus-Phrine Sulfite-Free",0.35,"Therapy","[u'Epinephrine']","2010-12-13T00:00:00",FALSE,0,1000
"Twinject 0.15",0.35,"Therapy","[u'Epinephrine']","2010-12-13T00:00:00",FALSE,0,1000
"Twinject 0.3",0.35,"Therapy","[u'Epinephrine']","2010-12-13T00:00:00",FALSE,0,1000
"Ellence",0.35,"Therapy","[u'Epirubicin Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Inspra",0.35,"Therapy","[u'Eplerenone']","2010-12-13T00:00:00",FALSE,0,1000
"Epogen/Procrit",0.35,"Therapy","[u'Epoetin Alfa']","2010-12-13T00:00:00",FALSE,0,1000
"Eprex",0.35,"Therapy","[u'Epoetin Alfa']","2010-12-13T00:00:00",FALSE,0,1000
"Flolan",0.35,"Therapy","[u'Epoprostenol Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Teveten Hct",0.35,"Therapy","[u'Eprosartan Mesylate; Hydrochlorothiazide']","2010-12-13T00:00:00",FALSE,0,1000
"Teveten",0.35,"Therapy","[u'Eprosartan Mesylate']","2010-12-13T00:00:00",FALSE,0,1000
"Integrilin",0.35,"Therapy","[u'Eptifibatide']","2010-12-13T00:00:00",FALSE,0,1000
"Deltalin",0.35,"Therapy","[u'Ergocalciferol']","2010-12-13T00:00:00",FALSE,0,1000
"Drisdol",0.35,"Therapy","[u'Ergocalciferol']","2010-12-13T00:00:00",FALSE,0,1000
"Vitamin D",0.35,"Therapy","[u'Ergocalciferol']","2010-12-13T00:00:00",FALSE,0,1000
"Alkergot",0.35,"Therapy","[u'Ergoloid Mesylates']","2010-12-13T00:00:00",FALSE,0,1000
"Circanol",0.35,"Therapy","[u'Ergoloid Mesylates']","2010-12-13T00:00:00",FALSE,0,1000
"Deapril-St",0.35,"Therapy","[u'Ergoloid Mesylates']","2010-12-13T00:00:00",FALSE,0,1000
"Gerimal",0.35,"Therapy","[u'Ergoloid Mesylates']","2010-12-13T00:00:00",FALSE,0,1000
"Hydergine",0.35,"Therapy","[u'Ergoloid Mesylates']","2010-12-13T00:00:00",FALSE,0,1000
"Hydergine Lc",0.35,"Therapy","[u'Ergoloid Mesylates']","2010-12-13T00:00:00",FALSE,0,1000
"Hydrogenated Ergot Alkaloids",0.35,"Therapy","[u'Ergoloid Mesylates']","2010-12-13T00:00:00",FALSE,0,1000
"Ergomar",0.35,"Therapy","[u'Ergotamine Tartrate']","2010-12-13T00:00:00",FALSE,0,1000
"Ergostat",0.35,"Therapy","[u'Ergotamine Tartrate']","2010-12-13T00:00:00",FALSE,0,1000
"Medihaler Ergotamine",0.35,"Therapy","[u'Ergotamine Tartrate']","2010-12-13T00:00:00",FALSE,0,1000
"Wigrettes",0.35,"Therapy","[u'Ergotamine Tartrate']","2010-12-13T00:00:00",FALSE,0,1000
"Halaven",0.35,"Therapy","[u'Eribulin Mesylate']","2010-12-13T00:00:00",FALSE,0,1000
"Tarceva",0.35,"Therapy","[u'Erlotinib Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Invanz",0.35,"Therapy","[u'Ertapenem Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Ilosone Sulfa",0.35,"Therapy","[u'Erythromycin Estolate; Sulfisoxazole Acetyl']","2010-12-13T00:00:00",FALSE,0,1000
"Ilosone",0.35,"Therapy","[u'Erythromycin Estolate']","2010-12-13T00:00:00",FALSE,0,1000
"Erythromycin Ethylsuccinate And Sulfisoxazole Acetyl",0.35,"Therapy","[u'Erythromycin Ethylsuccinate; Sulfisoxazole Acetyl']","2010-12-13T00:00:00",FALSE,0,1000
"Eryzole",0.35,"Therapy","[u'Erythromycin Ethylsuccinate; Sulfisoxazole Acetyl']","2010-12-13T00:00:00",FALSE,0,1000
"Pediazole",0.35,"Therapy","[u'Erythromycin Ethylsuccinate; Sulfisoxazole Acetyl']","2010-12-13T00:00:00",FALSE,0,1000
"E-Mycin E",0.35,"Therapy","[u'Erythromycin Ethylsuccinate']","2010-12-13T00:00:00",FALSE,0,1000
"E.E.S.",0.35,"Therapy","[u'Erythromycin Ethylsuccinate']","2010-12-13T00:00:00",FALSE,0,1000
"E.E.S. 200",0.35,"Therapy","[u'Erythromycin Ethylsuccinate']","2010-12-13T00:00:00",FALSE,0,1000
"E.E.S. 400",0.35,"Therapy","[u'Erythromycin Ethylsuccinate']","2010-12-13T00:00:00",FALSE,0,1000
"Eryped",0.35,"Therapy","[u'Erythromycin Ethylsuccinate']","2010-12-13T00:00:00",FALSE,0,1000
"Pediamycin",0.35,"Therapy","[u'Erythromycin Ethylsuccinate']","2010-12-13T00:00:00",FALSE,0,1000
"Pediamycin 400",0.35,"Therapy","[u'Erythromycin Ethylsuccinate']","2010-12-13T00:00:00",FALSE,0,1000
"Wyamycin E",0.35,"Therapy","[u'Erythromycin Ethylsuccinate']","2010-12-13T00:00:00",FALSE,0,1000
"Ilotycin Gluceptate",0.35,"Therapy","[u'Erythromycin Gluceptate']","2010-12-13T00:00:00",FALSE,0,1000
"Erythrocin",0.35,"Therapy","[u'Erythromycin Lactobionate']","2010-12-13T00:00:00",FALSE,0,1000
"Bristamycin",0.35,"Therapy","[u'Erythromycin Stearate']","2010-12-13T00:00:00",FALSE,0,1000
"Erypar",0.35,"Therapy","[u'Erythromycin Stearate']","2010-12-13T00:00:00",FALSE,0,1000
"Erythrocin Stearate",0.35,"Therapy","[u'Erythromycin Stearate']","2010-12-13T00:00:00",FALSE,0,1000
"Ethril 250",0.35,"Therapy","[u'Erythromycin Stearate']","2010-12-13T00:00:00",FALSE,0,1000
"Ethril 500",0.35,"Therapy","[u'Erythromycin Stearate']","2010-12-13T00:00:00",FALSE,0,1000
"Pfizer-E",0.35,"Therapy","[u'Erythromycin Stearate']","2010-12-13T00:00:00",FALSE,0,1000
"Wyamycin S",0.35,"Therapy","[u'Erythromycin Stearate']","2010-12-13T00:00:00",FALSE,0,1000
"A/T/S",0.35,"Therapy","[u'Erythromycin']","2010-12-13T00:00:00",FALSE,0,1000
"Akne-Mycin",0.35,"Therapy","[u'Erythromycin']","2010-12-13T00:00:00",FALSE,0,1000
"C-Solve-2",0.35,"Therapy","[u'Erythromycin']","2010-12-13T00:00:00",FALSE,0,1000
"E-Base",0.35,"Therapy","[u'Erythromycin']","2010-12-13T00:00:00",FALSE,0,1000
"E-Glades",0.35,"Therapy","[u'Erythromycin']","2010-12-13T00:00:00",FALSE,0,1000
"E-Mycin",0.35,"Therapy","[u'Erythromycin']","2010-12-13T00:00:00",FALSE,0,1000
"E-Solve 2",0.35,"Therapy","[u'Erythromycin']","2010-12-13T00:00:00",FALSE,0,1000
"Emgel",0.35,"Therapy","[u'Erythromycin']","2010-12-13T00:00:00",FALSE,0,1000
"Ery-Tab",0.35,"Therapy","[u'Erythromycin']","2010-12-13T00:00:00",FALSE,0,1000
"Eryc",0.35,"Therapy","[u'Erythromycin']","2010-12-13T00:00:00",FALSE,0,1000
"Eryc 125",0.35,"Therapy","[u'Erythromycin']","2010-12-13T00:00:00",FALSE,0,1000
"Eryc Sprinkles",0.35,"Therapy","[u'Erythromycin']","2010-12-13T00:00:00",FALSE,0,1000
"Erycette",0.35,"Therapy","[u'Erythromycin']","2010-12-13T00:00:00",FALSE,0,1000
"Eryderm",0.35,"Therapy","[u'Erythromycin']","2010-12-13T00:00:00",FALSE,0,1000
"Erygel",0.35,"Therapy","[u'Erythromycin']","2010-12-13T00:00:00",FALSE,0,1000
"Erymax",0.35,"Therapy","[u'Erythromycin']","2010-12-13T00:00:00",FALSE,0,1000
"Erythra-Derm",0.35,"Therapy","[u'Erythromycin']","2010-12-13T00:00:00",FALSE,0,1000
"Erythro-Statin",0.35,"Therapy","[u'Erythromycin']","2010-12-13T00:00:00",FALSE,0,1000
"Ilotycin",0.35,"Therapy","[u'Erythromycin']","2010-12-13T00:00:00",FALSE,0,1000
"Pce",0.35,"Therapy","[u'Erythromycin']","2010-12-13T00:00:00",FALSE,0,1000
"R-P Mycin",0.35,"Therapy","[u'Erythromycin']","2010-12-13T00:00:00",FALSE,0,1000
"Robimycin",0.35,"Therapy","[u'Erythromycin']","2010-12-13T00:00:00",FALSE,0,1000
"Sansac",0.35,"Therapy","[u'Erythromycin']","2010-12-13T00:00:00",FALSE,0,1000
"Staticin",0.35,"Therapy","[u'Erythromycin']","2010-12-13T00:00:00",FALSE,0,1000
"T-Stat",0.35,"Therapy","[u'Erythromycin']","2010-12-13T00:00:00",FALSE,0,1000
"Escitalopram",0.35,"Therapy","[u'Escitalopram Oxalate']","2010-12-13T00:00:00",FALSE,0,1000
"Lexapro",0.35,"Therapy","[u'Escitalopram Oxalate']","2010-12-13T00:00:00",FALSE,0,1000
"Brevibloc",0.35,"Therapy","[u'Esmolol Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Brevibloc Double Strength In Plastic Container",0.35,"Therapy","[u'Esmolol Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Brevibloc In Plastic Container",0.35,"Therapy","[u'Esmolol Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Vimovo",0.35,"Therapy","[u'Esomeprazole Magnesium; Naproxen']","2010-12-13T00:00:00",FALSE,0,1000
"Nexium",0.35,"Therapy","[u'Esomeprazole Magnesium']","2010-12-13T00:00:00",FALSE,0,1000
"Nexium Iv",0.35,"Therapy","[u'Esomeprazole Sodium']","2010-12-13T00:00:00",FALSE,0,1000
"Prosom",0.35,"Therapy","[u'Estazolam']","2010-12-13T00:00:00",FALSE,0,1000
"Femring",0.35,"Therapy","[u'Estradiol Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Femtrace",0.35,"Therapy","[u'Estradiol Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Lunelle",0.35,"Therapy","[u'Estradiol Cypionate; Medroxyprogesterone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Depo-Testadiol",0.35,"Therapy","[u'Estradiol Cypionate; Testosterone Cypionate']","2010-12-13T00:00:00",FALSE,0,1000
"Testosterone Cypionate-Estradiol Cypionate",0.35,"Therapy","[u'Estradiol Cypionate; Testosterone Cypionate']","2010-12-13T00:00:00",FALSE,0,1000
"Depo-Estradiol",0.35,"Therapy","[u'Estradiol Cypionate']","2010-12-13T00:00:00",FALSE,0,1000
"Estrasorb",0.35,"Therapy","[u'Estradiol Hemihydrate']","2010-12-13T00:00:00",FALSE,0,1000
"Natazia",0.35,"Therapy","[u'Estradiol Valerate; Estradiol Valerate Dienogest']","2010-12-13T00:00:00",FALSE,0,1000
"Ditate-Ds",0.35,"Therapy","[u'Estradiol Valerate; Testosterone Enanthate']","2010-12-13T00:00:00",FALSE,0,1000
"Testosterone Enanthate And Estradiol Valerate",0.35,"Therapy","[u'Estradiol Valerate; Testosterone Enanthate']","2010-12-13T00:00:00",FALSE,0,1000
"Delestrogen",0.35,"Therapy","[u'Estradiol Valerate']","2010-12-13T00:00:00",FALSE,0,1000
"Climara Pro",0.35,"Therapy","[u'Estradiol; Levonorgestrel']","2010-12-13T00:00:00",FALSE,0,1000
"Activella",0.35,"Therapy","[u'Estradiol; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Combipatch",0.35,"Therapy","[u'Estradiol; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Estradiol And Norethindrone Acetate",0.35,"Therapy","[u'Estradiol; Norethindrone Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Estradiol And Norgestimate",0.35,"Therapy","[u'Estradiol; Norgestimate']","2010-12-13T00:00:00",FALSE,0,1000
"Prefest",0.35,"Therapy","[u'Estradiol; Norgestimate']","2010-12-13T00:00:00",FALSE,0,1000
"Alora",0.35,"Therapy","[u'Estradiol']","2010-12-13T00:00:00",FALSE,0,1000
"Climara",0.35,"Therapy","[u'Estradiol']","2010-12-13T00:00:00",FALSE,0,1000
"Divigel",0.35,"Therapy","[u'Estradiol']","2010-12-13T00:00:00",FALSE,0,1000
"Elestrin",0.35,"Therapy","[u'Estradiol']","2010-12-13T00:00:00",FALSE,0,1000
"Esclim",0.35,"Therapy","[u'Estradiol']","2010-12-13T00:00:00",FALSE,0,1000
"Estrace",0.35,"Therapy","[u'Estradiol']","2010-12-13T00:00:00",FALSE,0,1000
"Estraderm",0.35,"Therapy","[u'Estradiol']","2010-12-13T00:00:00",FALSE,0,1000
"Estring",0.35,"Therapy","[u'Estradiol']","2010-12-13T00:00:00",FALSE,0,1000
"Estrogel",0.35,"Therapy","[u'Estradiol']","2010-12-13T00:00:00",FALSE,0,1000
