"category","thresholdSensitivity","categoryType","feedExpirationDate","feedIsStale","numberOfFollowers","previousInterestRank"
"Desipramine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Desloratadine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Desmopressin Acetate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Desogestrel; Ethinyl Estradiol",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Desonide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Desoximetasone",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Dexamethasone",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Dexamethasone Acetate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Dexamethasone Sodium Phosphate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Dexchlorpheniramine Maleate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Dexmethylphenidate Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Dexrazoxane Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Dextroamphetamine Sulfate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Diatrizoate Meglumine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Diazepam",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Diazoxide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Diclofenac Potassium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Diclofenac Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Dicloxacillin Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Dicumarol",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Dicyclomine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Didanosine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Dienestrol",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Diethylpropion Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Diethylstilbestrol",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Diflorasone Diacetate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Diflunisal",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Digoxin",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Dihydroergotamine Mesylate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Diltiazem Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Dimenhydrinate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Dimethyl Sulfoxide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Diphenhydramine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Dipivefrin Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Dipyridamole",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Disopyramide Phosphate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Disulfiram",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Divalproex Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Dobutamine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Docetaxel",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Donepezil Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Dopamine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Dorzolamide Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Doxapram Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Doxazosin Mesylate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Doxepin Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Doxercalciferol",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Doxorubicin Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Doxycycline",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Doxycycline Hyclate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Doxylamine Succinate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Dronabinol",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Droperidol",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Duloxetine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Dutasteride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Econazole Nitrate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Edetate Disodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Edrophonium Chloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Efavirenz",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Efavirenz; Emtricitabine; Tenofovir Disoproxil Fumarate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Emtricitabine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Emtricitabine; Tenofovir Disoproxil Fumarate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Enalapril Maleate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Enalaprilat",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Enflurane",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Epinastine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Epinephrine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Epirubicin Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Eplerenone",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Epoprostenol Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Ergocalciferol",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Ergoloid Mesylates",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Erlotinib Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Erythromycin",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Erythromycin Estolate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Erythromycin Ethylsuccinate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Erythromycin Lactobionate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Erythromycin Stearate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Escitalopram Oxalate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Esmolol Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Esomeprazole Magnesium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Estazolam",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Estradiol",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Estradiol Cypionate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Estradiol Valerate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Estrone",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Estropipate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Eszopiclone",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Ethambutol Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Ethchlorvynol",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Ethosuximide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Etidronate Disodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Etodolac",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Etomidate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Etoposide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Evans Blue",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Exemestane",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Ezetimibe",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Famciclovir",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Famotidine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Felodipine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Fenofibrate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Fenoldopam Mesylate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Fenoprofen Calcium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Fentanyl",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Fentanyl Citrate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Fexofenadine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Fexofenadine Hydrochloride; Pseudoephedrine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Finasteride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Flavoxate Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Flecainide Acetate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Floxuridine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Fluconazole",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Fludarabine Phosphate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Fludrocortisone Acetate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Flumazenil",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Flunisolide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Fluocinolone Acetonide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Fluocinonide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Fluorouracil",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Fluoxetine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Fluoxymesterone",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Fluphenazine Decanoate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Fluphenazine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Flurandrenolide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Flurazepam Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Flurbiprofen",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Flurbiprofen Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Flutamide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Fluticasone Propionate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Fluvastatin",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Fluvastatin Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Fluvoxamine Maleate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Folic Acid",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Fomepizole",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Foscarnet Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Fosinopril Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Fosphenytoin Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Furosemide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Gabapentin",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Galantamine Hydrobromide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Ganciclovir Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Gatifloxacin",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Gemcitabine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Gemcitabine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Gemfibrozil",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Gemifloxacin Mesylate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Gentamicin Sulfate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Glimepiride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Glipizide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Glutethimide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Glyburide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Glycopyrrolate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Granisetron Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Griseofulvin",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Guanabenz Acetate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Guanethidine Monosulfate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Guanfacine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Guanidine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Halobetasol Propionate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Haloperidol Decanoate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Haloperidol Lactate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Halothane",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Heparin Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Histamine Phosphate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Hydralazine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Hydrochlorothiazide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Hydrocortisone",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Hydrocortisone Acetate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Hydrocortisone Butyrate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Hydrocortisone Sodium Phosphate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Hydrocortisone Sodium Succinate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Hydrocortisone Valerate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Hydroflumethiazide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Hydromorphone Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Hydroxocobalamin",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Hydroxychloroquine Sulfate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Hydroxyprogesterone Caproate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Hydroxystilbamidine Isethionate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Hydroxyurea",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Hydroxyzine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Hydroxyzine Pamoate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Ibandronate Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Ibuprofen",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Ibutilide Fumarate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Idarubicin Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Ifosfamide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Imatinib Mesylate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Imipramine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Imipramine Pamoate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Imiquimod",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Indapamide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Indium In-111 Oxyquinoline",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Indocyanine Green",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Indomethacin",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Indomethacin Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Iopamidol",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Ipratropium Bromide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Irbesartan",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Irbesartan; Hydrochlorothiazide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Irinotecan Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Iron Dextran",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Isoetharine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Isoetharine Mesylate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Isoflurane",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Isoniazid",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Isoproterenol Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Isosorbide Dinitrate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Isosorbide Mononitrate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Isosulfan Blue",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Isradipine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Itraconazole",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Kanamycin Sulfate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Ketamine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Ketoconazole",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Ketoprofen",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Ketorolac Tromethamine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Ketotifen Fumarate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Labetalol Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Lactulose",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Lamivudine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Lamivudine And Zidovudine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Lamivudine; Nevirapine; Zidovudine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Lamivudine; Stavudine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Lamivudine; Stavudine; Nevirapine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Lamivudine; Tenofovir Disoproxil Fumarate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Lamivudine; Zidovudine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Lamivudine; Zidovudine; Abacavir",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Lamivudine; Zidovudine; Efavirenz",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Lamivudine; Zidovudine; Nevirapine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Lamotrigine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Lansoprazole",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Latanoprost",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Leflunomide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Letrozole",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Leucovorin Calcium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Leuprolide Acetate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Levalbuterol Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Levetiracetam",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Levobunolol Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Levocarnitine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Levocetirizine Dihydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Levofloxacin",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Levofloxacin; Dextrose",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Levonorgestrel",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Levonorgestrel; Ethinyl Estradiol; Ethinyl Estradiol",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Levorphanol Tartrate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Levothyroxine Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Lidocaine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Lidocaine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Lincomycin Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Lindane",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Linezolid",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Liothyronine Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Lisinopril",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Lithium Carbonate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Lithium Citrate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Loperamide Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Lopinavir; Ritonavir",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Loratadine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Lorazepam",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Losartan Potassium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Lovastatin",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Loxapine Succinate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Magnesium Sulfate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Malathion",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Manganese Sulfate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Maprotiline Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Mebendazole",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Meclizine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Meclofenamate Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Medroxyprogesterone Acetate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Mefenamic Acid",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Mefloquine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Megestrol Acetate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Meloxicam",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Melphalan Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Memantine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Memantine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Menadione",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Meperidine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Mepivacaine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Meprobamate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Mercaptopurine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Meropenem",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Mesalamine",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Mesna",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Metaproterenol Sulfate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Metaraminol Bitartrate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Metaxalone",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Metformin Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Methadone Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Methamphetamine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Methazolamide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Methdilazine Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Methenamine Hippurate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Methimazole",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Methocarbamol",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Methotrexate Sodium",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Methoxsalen",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Methscopolamine Bromide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Methyclothiazide",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Methyldopa",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Methyldopate Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Methylergonovine Maleate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Methylphenidate Hydrochloride",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Methylprednisolone",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Methylprednisolone Acetate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Methylprednisolone Sodium Succinate",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
"Methyltestosterone",0.35,"Therapy","2010-12-13T00:00:00",FALSE,0,1000
