"applicationNumber","productNumber","form","dosage","productMarketStatus","tecCode","isReferenceDrug","treatmentTypeName","activeIngredients","interestCategories","isDrug"
65132,2,"For Suspension; Oral","400MG/5ML;EQ 57MG BASE/5ML","Prescription","AB",0,"Amoxicillin And Clavulanate Potassium","Amoxicillin; Clavulanate Potassium","Amoxicillin And Clavulanate Potassium",TRUE
65133,1,"Solution; Oral","100MG/ML","Prescription","AB2",0,"Cyclosporine","Cyclosporine","Amoxicillin And Clavulanate Potassium",TRUE
65134,1,"Tablet; Oral","EQ 20MG BASE","Prescription","AB",0,"Doxycycline Hyclate","Doxycycline Hyclate","Cyclosporine",TRUE
65135,1,"Tablet; Oral","EQ 250MG BASE","Prescription","AB",0,"Cefuroxime Axetil","Cefuroxime Axetil","Doxycycline Hyclate",TRUE
65135,2,"Tablet; Oral","EQ 500MG BASE","Prescription","AB",0,"Cefuroxime Axetil","Cefuroxime Axetil","Cefuroxime Axetil",TRUE
65136,1,"Tablet; Oral","500MG","Prescription","AB",0,"Clarithromycin","Clarithromycin","Cefuroxime Axetil",TRUE
65137,1,"Tablet; Oral","250MG","Discontinued",,0,"Clarithromycin","Clarithromycin","Clarithromycin",TRUE
65137,2,"Tablet; Oral","500MG","Discontinued",,0,"Clarithromycin","Clarithromycin","Clarithromycin",TRUE
65138,1,"Powder; Topical","100,000 UNITS/GM","Prescription","AT",0,"Nystatin","Nystatin","Clarithromycin",TRUE
65139,1,"Cream; Vaginal","EQ 2% BASE","Prescription","AB",0,"Clindamycin Phosphate","Clindamycin Phosphate","Nystatin",TRUE
65141,1,"Injectable; Injection","EQ 100GM BASE/VIAL","Prescription",,1,"Cefazolin Sodium","Cefazolin Sodium","Clindamycin Phosphate",TRUE
65141,2,"Injectable; Injection","EQ 300GM BASE/VIAL","Prescription",,1,"Cefazolin Sodium","Cefazolin Sodium","Cefazolin Sodium",TRUE
65143,1,"Injectable; Injection","EQ 10GM BASE/VIAL","Prescription","AP",0,"Cefazolin Sodium","Cefazolin Sodium","Cefazolin Sodium",TRUE
65144,1,"Tablet; Oral","250MG","Prescription","AB",0,"Clarithromycin","Clarithromycin","Cefazolin Sodium",TRUE
65145,1,"Tablet, Extended Release; Oral","500MG","Prescription","AB",0,"Clarithromycin","Clarithromycin","Clarithromycin",TRUE
65146,1,"Capsule; Oral","EQ 250MG BASE","Prescription","AB",0,"Cefaclor","Cefaclor","Clarithromycin",TRUE
65146,2,"Capsule; Oral","EQ 500MG BASE","Prescription","AB",0,"Cefaclor","Cefaclor","Cefaclor",TRUE
65148,1,"Suspension; Oral","100,000 UNITS/ML","Prescription","AA",0,"Nystatin","Nystatin","Cefaclor",TRUE
65149,1,"Injectable; Injection","1,000,000 UNITS/VIAL","Prescription",,0,"Penicillin G Potassium","Penicillin G Potassium","Nystatin",TRUE
65149,2,"Injectable; Injection","5,000,000 UNITS/VIAL","Prescription","AP",0,"Penicillin G Potassium","Penicillin G Potassium","Penicillin G Potassium",TRUE
65149,3,"Injectable; Injection","20,000,000 UNITS/VIAL","Prescription","AP",0,"Penicillin G Potassium","Penicillin G Potassium","Penicillin G Potassium",TRUE
65150,1,"Tablet; Oral","EQ 600MG BASE","Prescription","AB",0,"Azithromycin","Azithromycin","Penicillin G Potassium",TRUE
65151,1,"Injectable; Injection","50MG/ML","Prescription","AP",0,"Cyclosporine","Cyclosporine","Azithromycin",TRUE
65152,1,"Capsule; Oral","EQ 250MG BASE","Prescription","AB",0,"Cephalexin","Cephalexin","Cyclosporine",TRUE
65152,2,"Capsule; Oral","EQ 500MG BASE","Prescription","AB",0,"Cephalexin","Cephalexin","Cephalexin",TRUE
65153,1,"Tablet; Oral","EQ 250MG BASE","Prescription","AB",0,"Azithromycin","Azithromycin","Cephalexin",TRUE
65154,1,"Tablet, Extended Release; Oral","500MG","Prescription","AB",0,"Clarithromycin","Clarithromycin","Azithromycin",TRUE
65155,1,"Tablet; Oral","250MG","Prescription","AB",0,"Clarithromycin","Clarithromycin","Clarithromycin",TRUE
65155,2,"Tablet; Oral","500MG","Prescription","AB",0,"Clarithromycin","Clarithromycin","Clarithromycin",TRUE
65156,1,"Tablet; Oral","EQ 50MG BASE","Prescription","AB",0,"Minocycline Hydrochloride","Minocycline Hydrochloride","Clarithromycin",TRUE
65156,2,"Tablet; Oral","EQ 75MG BASE","Prescription","AB",0,"Minocycline Hydrochloride","Minocycline Hydrochloride","Minocycline Hydrochloride",TRUE
65156,3,"Tablet; Oral","EQ 100MG BASE","Prescription","AB",0,"Minocycline Hydrochloride","Minocycline Hydrochloride","Minocycline Hydrochloride",TRUE
65157,1,"Injectable; Injection","EQ 40GM BASE/VIAL","Prescription",,1,"Piperacillin","Piperacillin Sodium","Minocycline Hydrochloride",TRUE
65159,1,"Tablet, For Suspension; Oral","600MG","Prescription",,1,"Dispermox","Amoxicillin","Piperacillin",TRUE
65161,1,"Tablet, Chewable; Oral","200MG;EQ 28.5MG BASE","Prescription","AB",0,"Amoxicillin And Clavulanate Potassium","Amoxicillin; Clavulanate Potassium","Dispermox",TRUE
65161,2,"Tablet, Chewable; Oral","400MG;EQ 57MG BASE","Prescription","AB",0,"Amoxicillin And Clavulanate Potassium","Amoxicillin; Clavulanate Potassium","Amoxicillin And Clavulanate Potassium",TRUE
65162,1,"For Suspension; Oral","600MG/5ML;EQ 42.9MG BASE/5ML","Prescription","AB",1,"Amoxicillin And Clavulanate Potassium","Amoxicillin; Clavulanate Potassium","Amoxicillin And Clavulanate Potassium",TRUE
65163,1,"Tablet; Oral","EQ 20MG BASE","Prescription","AB",0,"Doxycycline Hyclate","Doxycycline Hyclate","Amoxicillin And Clavulanate Potassium",TRUE
65166,1,"Tablet; Oral","EQ 125MG BASE","Prescription","AB",0,"Cefuroxime Axetil","Cefuroxime Axetil","Doxycycline Hyclate",TRUE
65166,2,"Tablet; Oral","EQ 250MG BASE","Prescription","AB",0,"Cefuroxime Axetil","Cefuroxime Axetil","Cefuroxime Axetil",TRUE
65166,3,"Tablet; Oral","EQ 500MG BASE","Prescription","AB",0,"Cefuroxime Axetil","Cefuroxime Axetil","Cefuroxime Axetil",TRUE
65167,1,"Solution; Oral","100MG/ML","Prescription","AB1",0,"Cyclosporine","Cyclosporine","Cefuroxime Axetil",TRUE
65168,1,"Injectable; Injection","EQ 10GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Cyclosporine",TRUE
65169,1,"Injectable; Im-Iv","EQ 250MG BASE/VIAL","Prescription","AP",1,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65169,2,"Injectable; Im-Iv","EQ 500MG BASE/VIAL","Prescription","AP",1,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65169,3,"Injectable; Im-Iv","EQ 1GM BASE/VIAL","Prescription","AP",1,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65169,4,"Injectable; Im-Iv","EQ 2GM BASE/VIAL","Prescription","AP",1,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65170,1,"Ointment; Topical",2.00%,"Prescription","AB",0,"Mupirocin","Mupirocin","Ceftriaxone",TRUE
65171,1,"Tablet; Oral","150MG","Prescription","AB",0,"Demeclocycline Hydrochloride","Demeclocycline Hydrochloride","Mupirocin",TRUE
65171,2,"Tablet; Oral","300MG","Prescription","AB",0,"Demeclocycline Hydrochloride","Demeclocycline Hydrochloride","Demeclocycline Hydrochloride",TRUE
65173,1,"Capsule; Oral","EQ 250MG BASE","Prescription","AA",0,"Paromomycin Sulfate","Paromomycin Sulfate","Demeclocycline Hydrochloride",TRUE
65174,1,"Tablet; Oral","250MG","Prescription","AB",0,"Clarithromycin","Clarithromycin","Paromomycin Sulfate",TRUE
65174,2,"Tablet; Oral","500MG","Prescription","AB",0,"Clarithromycin","Clarithromycin","Clarithromycin",TRUE
65175,1,"Powder; Topical","100,000 UNITS/GM","Prescription","AT",0,"Nystatin","Nystatin","Clarithromycin",TRUE
65176,1,"Injectable; Injection","EQ 1GM BASE/VIAL;EQ 500MG BASE/VIAL","Prescription","AP",0,"Ampicillin And Sulbactam","Ampicillin Sodium; Sulbactam Sodium","Nystatin",TRUE
65176,2,"Injectable; Injection","EQ 2GM BASE/VIAL;EQ 1GM BASE/VIAL","Prescription","AP",0,"Ampicillin And Sulbactam","Ampicillin Sodium; Sulbactam Sodium","Ampicillin And Sulbactam",TRUE
65177,1,"Injectable; Injection","EQ 150MG BASE/VIAL","Prescription","AP",0,"Colistimethate Sodium","Colistimethate Sodium","Ampicillin And Sulbactam",TRUE
65178,1,"Tablet; Oral","500MG","Prescription","AB",0,"Clarithromycin","Clarithromycin","Colistimethate Sodium",TRUE
65178,2,"Tablet; Oral","250MG","Prescription","AB",0,"Clarithromycin","Clarithromycin","Clarithromycin",TRUE
65179,1,"Injectable; Injection","EQ 500MG BASE/VIAL","Prescription","AP",0,"Azithromycin","Azithromycin","Clarithromycin",TRUE
65180,1,"Injectable; Injection","EQ 1GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Azithromycin",TRUE
65182,1,"Tablet; Oral","EQ 20MG BASE","Prescription","AB",0,"Doxycycline Hyclate","Doxycycline Hyclate","Ceftriaxone",TRUE
65183,1,"Powder; Topical","100,000 UNITS/GM","Prescription","AT",0,"Nystatin","Nystatin","Doxycycline Hyclate",TRUE
65184,1,"Solution; Topical","EQ 1% BASE","Prescription","AT",0,"Clindamycin Phosphate","Clindamycin Phosphate","Nystatin",TRUE
65185,1,"Injectable; Injection","EQ 15 UNITS BASE/VIAL","Prescription","AP",1,"Bleomycin Sulfate","Bleomycin Sulfate","Clindamycin Phosphate",TRUE
65185,2,"Injectable; Injection","EQ 30 UNITS BASE/VIAL","Prescription","AP",1,"Bleomycin Sulfate","Bleomycin Sulfate","Bleomycin Sulfate",TRUE
65187,1,"Solution/Drops; Ophthalmic","0.025MG/ML;EQ 1.75MG BASE/ML;10,000 UNITS/ML","Prescription","AT",0,"Neomycin And Polymyxin B Sulfates And Gramicidin","Gramicidin; Neomycin Sulfate; Polymyxin B Sulfate","Bleomycin Sulfate",TRUE
65188,1,"Injectable; Injection","EQ 10GM BASE/VIAL;EQ 5GM BASE/VIAL","Prescription","AP",0,"Ampicillin And Sulbactam","Ampicillin Sodium; Sulbactam Sodium","Neomycin And Polymyxin B Sulfates And Gramicidin",TRUE
65189,1,"Tablet; Oral","250MG;EQ 125MG BASE","Prescription","AB",0,"Amoxicillin And Clavulanate Potassium","Amoxicillin; Clavulanate Potassium","Ampicillin And Sulbactam",TRUE
65190,1,"Tablet; Oral","EQ 250MG BASE","Prescription","AB",0,"Cefuroxime Axetil","Cefuroxime Axetil","Amoxicillin And Clavulanate Potassium",TRUE
65190,2,"Tablet; Oral","EQ 500MG BASE","Prescription","AB",0,"Cefuroxime Axetil","Cefuroxime Axetil","Cefuroxime Axetil",TRUE
65191,1,"For Suspension; Oral","400MG/5ML;EQ 57MG BASE/5ML","Prescription","AB",0,"Amoxicillin And Clavulanate Potassium","Amoxicillin; Clavulanate Potassium","Cefuroxime Axetil",TRUE
65191,2,"For Suspension; Oral","200MG/5ML;EQ 28.5MG BASE/5ML","Prescription","AB",0,"Amoxicillin And Clavulanate Potassium","Amoxicillin; Clavulanate Potassium","Amoxicillin And Clavulanate Potassium",TRUE
65192,1,"Ointment; Topical",2.00%,"Prescription","AB",0,"Mupirocin","Mupirocin","Amoxicillin And Clavulanate Potassium",TRUE
65193,1,"Tablet; Oral","EQ 500MG BASE","Prescription","AB",0,"Azithromycin","Azithromycin","Mupirocin",TRUE
65193,2,"Suspension; Oral",0,"Prescription",,0,"Amoxicillin","Amoxicillin","Azithromycin",TRUE
65194,1,"Capsule; Oral","EQ 150MG BASE","Prescription","AB",0,"Clindamycin Hydrochloride","Clindamycin Hydrochloride","Amoxicillin",TRUE
65194,2,"Capsule; Oral","EQ 300MG BASE","Prescription","AB",0,"Clindamycin Hydrochloride","Clindamycin Hydrochloride","Clindamycin Hydrochloride",TRUE
65195,1,"Tablet; Oral","250MG","Prescription","AB",0,"Clarithromycin","Clarithromycin","Clindamycin Hydrochloride",TRUE
65195,2,"Tablet; Oral","500MG","Prescription","AB",0,"Clarithromycin","Clarithromycin","Clarithromycin",TRUE
65196,1,"Injectable; Injection","1GM/VIAL","Prescription","AP",0,"Ceftazidime","Ceftazidime","Clarithromycin",TRUE
65197,1,"Injectable; Injection","EQ 1GM BASE/VIAL","Prescription","AP",0,"Cefotaxime","Cefotaxime Sodium","Ceftazidime",TRUE
65197,2,"Injectable; Injection","EQ 500MG BASE/VIAL","Prescription","AP",0,"Cefotaxime Sodium","Cefotaxime Sodium","Cefotaxime",TRUE
65197,3,"Injectable; Injection","EQ 2GM BASE/VIAL","Prescription","AP",0,"Cefotaxime Sodium","Cefotaxime Sodium","Cefotaxime Sodium",TRUE
65198,1,"Tablet; Oral","250MG","Prescription","AB",0,"Cefprozil","Cefprozil","Cefotaxime Sodium",TRUE
65198,2,"Tablet; Oral","500MG","Prescription","AB",0,"Cefprozil","Cefprozil","Cefprozil",TRUE
65200,1,"Suspension; Oral","125MG/5ML","Prescription","AB",0,"Griseofulvin","Griseofulvin, Microcrystalline","Cefprozil",TRUE
65201,1,"Injectable; Injection","EQ 15 UNITS BASE/VIAL","Prescription","AP",0,"Bleomycin Sulfate","Bleomycin Sulfate","Griseofulvin",TRUE
65202,1,"For Suspension; Oral","125MG/5ML","Prescription","AB",0,"Cefprozil","Cefprozil","Bleomycin Sulfate",TRUE
65202,2,"For Suspension; Oral","250MG/5ML","Prescription","AB",0,"Cefprozil","Cefprozil","Cefprozil",TRUE
65203,1,"Powder; Topical","100,000 UNITS/GM","Prescription","AT",0,"Nystatin","Nystatin","Cefprozil",TRUE
65204,1,"Injectable; Injection","EQ 1GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Nystatin",TRUE
65204,2,"Injectable; Injection","EQ 2GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65205,1,"Tablet, Chewable; Oral","200MG;EQ 28.5MG BASE","Prescription","AB",0,"Amoxicillin And Clavulanate Potassium","Amoxicillin; Clavulanate Potassium","Ceftriaxone",TRUE
65205,2,"Tablet, Chewable; Oral","400MG;EQ 57MG BASE","Prescription","AB",1,"Amoxicillin And Clavulanate Potassium","Amoxicillin; Clavulanate Potassium","Amoxicillin And Clavulanate Potassium",TRUE
65206,1,"Injectable; Injection","EQ 150MG BASE/ML","Prescription","AP",0,"Clindamycin Phosphate","Clindamycin Phosphate","Amoxicillin And Clavulanate Potassium",TRUE
65207,2,"For Suspension; Oral","600MG/5ML;EQ 42.9MG BASE/5ML","Prescription","AB",0,"Amoxicillin And Clavulanate Potassium","Amoxicillin; Clavulanate Potassium","Clindamycin Phosphate",TRUE
65208,1,"Tablet; Oral","250MG","Prescription","AB",0,"Cefprozil","Cefprozil","Amoxicillin And Clavulanate Potassium",TRUE
65208,2,"Tablet; Oral","500MG","Prescription","AB",0,"Cefprozil","Cefprozil","Cefprozil",TRUE
65209,1,"Tablet; Oral","EQ 600MG BASE","Prescription","AB",0,"Azithromycin","Azithromycin","Cefprozil",TRUE
65210,1,"Tablet, Extended Release; Oral","1GM","Discontinued",,0,"Clarithromycin","Clarithromycin","Azithromycin",TRUE
65211,1,"Tablet; Oral","EQ 250MG BASE","Prescription","AB",0,"Azithromycin","Azithromycin","Clarithromycin",TRUE
65212,1,"Tablet; Oral","EQ 500MG BASE","Prescription","AB",0,"Azithromycin","Azithromycin","Azithromycin",TRUE
65214,1,"Injectable; Injection","EQ 1GM BASE/VIAL","Prescription","AP",0,"Cefoxitin And Dextrose In Duplex Container","Cefoxitin Sodium","Azithromycin",TRUE
65214,2,"Injectable; Injection","EQ 2GM BASE/VIAL","Prescription","AP",0,"Cefoxitin And Dextrose In Duplex Container","Cefoxitin Sodium","Cefoxitin And Dextrose In Duplex Container",TRUE
65215,1,"Capsule; Oral","EQ 250MG BASE","Prescription","AB",0,"Cephalexin","Cephalexin","Cefoxitin And Dextrose In Duplex Container",TRUE
65215,2,"Capsule; Oral","EQ 500MG BASE","Prescription","AB",0,"Cephalexin","Cephalexin","Cephalexin",TRUE
65216,1,"Solution/Drops; Otic","1%;EQ 3.5MG BASE/ML;10,000 UNITS/ML","Prescription","AT",0,"Neomycin And Polymyxin B Sulfates And Hydrocortisone","Hydrocortisone; Neomycin Sulfate; Polymyxin B Sulfate","Cephalexin",TRUE
65217,1,"Capsule; Oral","EQ 75MG BASE","Prescription","AB",0,"Clindamycin Hydrochloride","Clindamycin Hydrochloride","Neomycin And Polymyxin B Sulfates And Hydrocortisone",TRUE
65217,2,"Capsule; Oral","EQ 150MG BASE","Prescription","AB",0,"Clindamycin Hydrochloride","Clindamycin Hydrochloride","Clindamycin Hydrochloride",TRUE
65217,3,"Capsule; Oral","EQ 300MG BASE","Prescription","AB",0,"Clindamycin Hydrochloride","Clindamycin Hydrochloride","Clindamycin Hydrochloride",TRUE
65218,1,"Tablet; Oral","EQ 600MG BASE","Prescription","AB",0,"Azithromycin","Azithromycin","Clindamycin Hydrochloride",TRUE
65219,1,"Suspension/Drops; Otic","1%;EQ 3.5MG BASE/ML;10,000 UNITS/ML","Prescription","AT",0,"Neomycin And Polymyxin B Sulfates And Hydrocortisone","Hydrocortisone; Neomycin Sulfate; Polymyxin B Sulfate","Azithromycin",TRUE
65220,1,"Tablet; Oral","500MG","Prescription","AA",0,"Neomycin Sulfate","Neomycin Sulfate","Neomycin And Polymyxin B Sulfates And Hydrocortisone",TRUE
65221,1,"Capsule; Oral","150MG;300MG","Prescription","AB",0,"Rifampin And Isoniazid","Isoniazid; Rifampin","Neomycin Sulfate",TRUE
65222,1,"Injectable; Injection","EQ 1GM BASE/VIAL;EQ 500MG BASE/VIAL","Prescription","AP",0,"Ampicillin And Sulbactam","Ampicillin Sodium; Sulbactam Sodium","Rifampin And Isoniazid",TRUE
65222,2,"Injectable; Injection","EQ 2GM BASE/VIAL;EQ 1GM BASE/VIAL","Prescription","AP",0,"Ampicillin And Sulbactam","Ampicillin Sodium; Sulbactam Sodium","Ampicillin And Sulbactam",TRUE
65223,1,"Tablet; Oral","EQ 500MG BASE","Prescription","AB",0,"Azithromycin","Azithromycin","Ampicillin And Sulbactam",TRUE
65224,1,"Injectable; Injection","EQ 20MG BASE/ML","Prescription",,0,"Ceftriaxone In Plastic Container","Ceftriaxone Sodium","Azithromycin",TRUE
65224,2,"Injectable; Injection","EQ 40MG BASE/ML","Prescription",,0,"Ceftriaxone In Plastic Container","Ceftriaxone Sodium","Ceftriaxone In Plastic Container",TRUE
65225,1,"Tablet; Oral","EQ 250MG BASE","Prescription","AB",0,"Azithromycin","Azithromycin","Ceftriaxone In Plastic Container",TRUE
65226,1,"Injectable; Injection","EQ 500MG BASE/VIAL","Prescription","AP",0,"Cefazolin Sodium","Cefazolin Sodium","Azithromycin",TRUE
65226,2,"Injectable; Injection","EQ 1GM BASE/VIAL","Prescription","AP",0,"Cefazolin Sodium","Cefazolin Sodium","Cefazolin Sodium",TRUE
65227,1,"Injectable; Im-Iv","EQ 250MG BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Cefazolin Sodium",TRUE
65227,2,"Injectable; Im-Iv","EQ 500MG BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65227,3,"Injectable; Im-Iv","EQ 1GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65227,4,"Injectable; Im-Iv","EQ 2GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65228,1,"Tablet; Oral","500MG","Prescription","AB",0,"Amoxicillin","Amoxicillin","Ceftriaxone",TRUE
65228,2,"Tablet; Oral","875MG","Prescription","AB",0,"Amoxicillin","Amoxicillin","Amoxicillin",TRUE
65229,1,"Capsule; Oral","EQ 250MG BASE","Prescription","AB",0,"Cephalexin","Cephalexin","Amoxicillin",TRUE
65229,2,"Capsule; Oral","EQ 500MG BASE","Prescription","AB",0,"Cephalexin","Cephalexin","Cephalexin",TRUE
65230,1,"Injectable; Im-Iv","EQ 250MG BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Cephalexin",TRUE
65230,2,"Injectable; Im-Iv","EQ 500MG BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65230,3,"Injectable; Im-Iv","EQ 1GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65230,4,"Injectable; Im-Iv","EQ 2GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65231,1,"Injectable; Injection","EQ 1GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65231,2,"Injectable; Injection","EQ 2GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65232,1,"Injectable; Injection","EQ 10GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65234,1,"For Suspension; Oral","EQ 125MG BASE/5ML","Prescription","AB",0,"Cephalexin","Cephalexin","Ceftriaxone",TRUE
65234,2,"For Suspension; Oral","EQ 250MG BASE/5ML","Prescription","AB",0,"Cephalexin","Cephalexin","Cephalexin",TRUE
65235,1,"Tablet; Oral","250MG","Prescription","AB",0,"Cefprozil","Cefprozil","Cephalexin",TRUE
65235,2,"Tablet; Oral","500MG","Prescription","AB",0,"Cefprozil","Cefprozil","Cefprozil",TRUE
65236,1,"For Suspension; Oral","125MG/5ML","Prescription","AB",0,"Cefprozil","Cefprozil","Cefprozil",TRUE
65236,2,"For Suspension; Oral","250MG/5ML","Prescription","AB",0,"Cefprozil","Cefprozil","Cefprozil",TRUE
65238,1,"Injectable; Injection","EQ 1GM BASE/VIAL","Prescription","AP",0,"Cefoxitin","Cefoxitin Sodium","Cefprozil",TRUE
65238,2,"Injectable; Injection","EQ 2GM BASE/VIAL","Prescription","AP",0,"Cefoxitin","Cefoxitin Sodium","Cefoxitin",TRUE
65239,1,"Injectable; Injection","EQ 10GM BASE/VIAL","Prescription","AP",0,"Cefoxitin","Cefoxitin Sodium","Cefoxitin",TRUE
65240,1,"Injectable; Injection","EQ 10GM BASE/VIAL;EQ 5GM BASE/VIAL","Prescription","AP",0,"Ampicillin And Sulbactam","Ampicillin Sodium; Sulbactam Sodium","Cefoxitin",TRUE
65241,1,"Injectable; Injection","EQ 1GM BASE/VIAL;EQ 500MG BASE/VIAL","Prescription","AP",0,"Ampicillin And Sulbactam","Ampicillin Sodium; Sulbactam Sodium","Ampicillin And Sulbactam",TRUE
65241,2,"Injectable; Injection","EQ 2GM BASE/VIAL;EQ 1GM BASE/VIAL","Prescription","AP",0,"Ampicillin And Sulbactam","Ampicillin Sodium; Sulbactam Sodium","Ampicillin And Sulbactam",TRUE
65242,1,"Capsule; Oral","EQ 75MG BASE","Prescription","AB",0,"Clindamycin Hydrochloride","Clindamycin Hydrochloride","Ampicillin And Sulbactam",TRUE
65242,2,"Capsule; Oral","EQ 150MG BASE","Prescription","AB",0,"Clindamycin Hydrochloride","Clindamycin Hydrochloride","Clindamycin Hydrochloride",TRUE
65243,1,"Capsule; Oral","EQ 300MG BASE","Prescription","AB",0,"Clindamycin Hydrochloride","Clindamycin Hydrochloride","Clindamycin Hydrochloride",TRUE
65244,1,"Injectable; Injection","EQ 1GM BASE/VIAL","Prescription","AP",0,"Cefazolin Sodium","Cefazolin Sodium","Clindamycin Hydrochloride",TRUE
65245,1,"Injectable; Im-Iv","EQ 250MG BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Cefazolin Sodium",TRUE
65245,2,"Injectable; Im-Iv","EQ 500MG BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65245,3,"Injectable; Im-Iv","EQ 1GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65245,4,"Injectable; Im-Iv","EQ 2GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Ceftriaxone",TRUE
65246,1,"For Suspension; Oral","EQ 200MG BASE/5ML","Prescription","AB",0,"Azithromycin","Azithromycin","Ceftriaxone",TRUE
65246,2,"For Suspension; Oral","EQ 100MG BASE/5ML","Prescription","AB",0,"Azithromycin","Azithromycin","Azithromycin",TRUE
65247,1,"Injectable; Injection","EQ 10GM BASE/VIAL","Prescription","AP",0,"Cefazolin Sodium","Cefazolin Sodium","Azithromycin",TRUE
65248,1,"Capsule; Oral","EQ 250MG BASE","Prescription","AB",0,"Cephalexin","Cephalexin","Cefazolin Sodium",TRUE
65248,2,"Capsule; Oral","EQ 500MG BASE","Prescription","AB",0,"Cephalexin","Cephalexin","Cephalexin",TRUE
65250,1,"Tablet, Extended Release; Oral","500MG","Prescription","AB",0,"Clarithromycin","Clarithromycin","Cephalexin",TRUE
65251,1,"Injectable; Injection","EQ 75GM BASE/VIAL","Prescription",,1,"Cefuroxime Sodium In Plastic Container","Cefuroxime Sodium","Clarithromycin",TRUE
65251,2,"Injectable; Injection","EQ 225GM BASE/VIAL","Prescription",,1,"Cefuroxime Sodium In Plastic Container","Cefuroxime Sodium","Cefuroxime Sodium In Plastic Container",TRUE
65252,1,"Injectable; Injection","EQ 10GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Cefuroxime Sodium In Plastic Container",TRUE
65253,1,"Capsule; Oral","EQ 250MG BASE","Prescription","AB",0,"Cephalexin","Cephalexin","Ceftriaxone",TRUE
65253,2,"Capsule; Oral","EQ 500MG BASE","Prescription","AB",0,"Cephalexin","Cephalexin","Cephalexin",TRUE
65254,1,"Solution; Topical","EQ 1% BASE","Prescription","AT",0,"Clindamycin Phosphate","Clindamycin Phosphate","Cephalexin",TRUE
65255,1,"Tablet; Oral","875MG","Prescription","AB",0,"Amoxicillin","Amoxicillin","Clindamycin Phosphate",TRUE
65256,1,"Tablet; Oral","500MG","Prescription","AB",0,"Amoxicillin","Amoxicillin","Amoxicillin",TRUE
65256,2,"Tablet; Oral","875MG","Prescription","AB",0,"Amoxicillin","Amoxicillin","Amoxicillin",TRUE
65257,1,"For Suspension; Oral","125MG/5ML","Prescription","AB",0,"Cefprozil","Cefprozil","Amoxicillin",TRUE
65257,2,"For Suspension; Oral","250MG/5ML","Prescription","AB",0,"Cefprozil","Cefprozil","Cefprozil",TRUE
65259,1,"For Suspension; Oral","125MG/5ML","Prescription","AB",0,"Cefdinir","Cefdinir","Cefprozil",TRUE
65259,2,"For Suspension; Oral","250MG/5ML","Prescription","AB",0,"Cefdinir","Cefdinir","Cefdinir",TRUE
65260,1,"Tablet; Oral","EQ 1GM BASE","Prescription","AB",0,"Cefadroxil","Cefadroxil/Cefadroxil Hemihydrate","Cefdinir",TRUE
65261,1,"For Suspension; Oral","125MG/5ML","Prescription","AB",0,"Cefprozil","Cefprozil","Cefadroxil",TRUE
65261,2,"For Suspension; Oral","250MG/5ML","Prescription","AB",1,"Cefprozil","Cefprozil","Cefprozil",TRUE
65262,1,"Injectable; Im-Iv","EQ 1GM BASE/VIAL","Prescription","AP",0,"Ceftriaxone","Ceftriaxone Sodium","Cefprozil",TRUE
